Dataset ID,Case Name,Court Case No.,Year,Reporter,Legal Topic / Law,Case Facts / Issue,Judgment / Holding,Source URL
NLR-69-023,"J. THE ATTORNEY-GENERAL, Appellant, and  T. SATHASIVAM, Respondent",S. C. 623 of 1964 —D. C. Jaffna,1966,Volume NLR-69,Bail,", 2279/M. Customs Ordinance (Cap. 235)—Seizure of goods as forfeited—Action instituted by person claiming to be owner of the goods—Burden of proof—Sections 44, 129, 130, 154, 102. 1,012 wristlet watches, which were found in the possession of one A, were declared by the Collector of Customs as forfeit under the Customs Ordinance. Subsequently the plaintiff claimed to be the owner of the watches and instituted the present action in compliance with the requirements of section 154 of the Customs Ordinance.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/023-NLR-NLR-V-69-THE-ATTORNEY-GENERAL-Appellant-and-T.-SATHASIVAM-Respondent.pdf
NLR-69-084,"J. P. H. WILLIAM DE SILVA, Appellant, and P. P.WICKREMASURI YA, Respondent",S. C. Minutes o f 20th December I960)1 has hel,1967,Volume NLR-69,Evidence Ordinance,"d that a Report such as P57 is not an official record within the meaning of s. 35 of the Evidence Ordinance, and is accordingly not admissible in evidence under that section in proof of any fact stated in such a report. I adhere to the ruling in the Rattota case, which also was the basis upon which the appeal in the Dedigama Election Appeal was dismissed (although reasons were not there stated—see S. C. Minutes of 1.11.66 ). If therefore the report P57 was the sole or substantial means by which it was established in the instant case that a false statement as to the character or conduct of the petitioner had been made by Yassassi Thero, the finding, of the learned Election judge upon the charge now being considered cannot be sustained. I have pointed out however that although P.C. Hendrick first read aloud the report P57, he was expressly asked thereafter whether he could, having read the report, recall what had been said at the meeting, and that Hendrick did then claim to recollect -'9 part pf the alleged statement. I cannot agree with the submission that because the record of the trial contains a reproduction of sentences from P57, this was not a case of the refres",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/084-NLR-NLR-V-69-P.-H.-WILLIAM-DE-SILVA-Appellant-and-P.P.-WICKREMASURIYA-Respondent.pdf
NLR-69-100,"SANSONI, C.J.— The Queen v. Somapala 4 6 5",C.C.A. 46 o f 1966,1966,Volume NLR-69,Criminal Law,", w it h A p p l ic a t io n 71 S . C . 254165— M . C. H orana, 39595 Evidence— Concession by prosecuting Counsel as to the truthfulness of a witness— Right of the defence to the benefit of that concession—Evidence of good character of the accused—Duty of Judge to refer to it in the summing-up. The credibility of the accused-appellant, who gave evidence, was impeached by the evidence of two Crown witnesses but was supported by the evidence of another Crown witness W. Although the prosecuting Counsel conceded that the evidence of W was truthful, the trial Judge directed the Jury to reject W’s evidence.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/100-NLR-NLR-V-69-THE-QUEEN-v.-M.-A.-SOMAPALA.pdf
NLR-69-109,"502 A J .iI.iE 8, J.—Mallawaarachchi v. Wewala",,1966,Volume NLR-69,Criminal Law,"Present: Alias, J. S. MALLAWAARACHCHI, Appellant and L. C. WEWALA (S. I. Police), Respondent S. G. 112811966— M . C. Gampaha, 4951/A Charge of contravening a P rice Control Order■ — Alleged offence committed on the date o f publication of the Order— Burden of proof— Control of Prices A ct, *». 4, 8 (2). When an offence is alleged to have been committed in contravention of a Price Control Order on the very day whon the Order was published, it is incumbent on the prosecution to establish that the Order was in operation before the detection of the offence. A p p e a l from a judgment of the Magistrate's Court., Gampaha. A. Maltendrarwjah, for the Accused-Appellant. IF. K . Prenmrntne, Crown Counsel, for the Attorney-General. Cur. rtdv. vult. November 12, 1966. Alles, J.— The short point raised in this appeal is whether the law under which the accused-appellant was convicted was in operation at the time he is alleged to have committed the offence. The accused was charged with having refused to sell a Berec dry cell battery to one Fernando on 27th November, 1965 in contravention ofPrice Order No. 1 of 1965 made by the Controller of Prices under section 4 of the Control of Pri",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/109-NLR-NLR-V-69-S.-MALLAWAARACHCHI-Appallant-and-L.-C.-WEWALA-S.-I.-Police-Respondent.pdf
NLR-69-055,2 5 6 Queen v. Arnolia Appuhamy,S. C. 135(66 —M. G. Anuradhapura,1967,Volume NLR-69,Criminal Procedure Code,", 10423 Trial before Supreme Court—Verdict of Jury—Duty of Judge to accept it —Autrefois convict—Criminal Procedure Code, as. 230, 243 (2), 2-51. Section 230 of the Criminal Procedure Code reads as follows :— ' “ The Judge may also discharge tho jury whonovor the prisoner becomes incapable of remaining at the bar ancl_whonovor in the opinion of the Judge the interests of justice so require.”",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/055-NLR-NLR-V-69-THE-QUEEN-v.-J.-L.-P.-ARNOLIS-APPUHAMY.pdf
NLR-69-054,Attorney-General v. Munasinghe 241,,1967,Volume NLR-69,Penal Code,"Present: H. N. G. Fernando, C.J., T. S. Fernando, J., G. P. A. Silva, J., Siva Supramaniam, J., and Tennekoon, J. THE ATTORNEY-GENERAL, Appellant, and K. B. MUNA­ SINGHE and 3 others, Respondents S. G. 39/67 —D. G. (Criminal) Kalvtara, 6625/18313 Indictment—More than one accused—Circumstances in which they can be said to have jointly committed one and the same offence—Extent of the liability of each accused—Offence committed with common intention—No requirement that section 32 of Penal Code should be specified in the indictment—Position where one accused alone is charged when he acted jointly with others—Penal Code, ss. 8, 32,33,35,293— Criminal Procedure Code, ««. 167,168,169, 171 to 174, 178, 184. When two or more persons who acted with common intention are charged together with committing the same offence, a failure to refer to section 32 of the Penal Code in the charge is not a bar to the accused being convicted on the basis of individual liability for a joint offence. In such a case even the word “ jointly ” need not be used in the charge, and each accused is responsible for any criminal act done by any of the other accused in furtherance of the common intention. If, at the conclusion of the trial, the court finds that the offence was in fact committed by some only of the accused and that the other accused were not participants, the court would still be free by reason of the provisions of section 171 of the Criminal Procedure Code to convict the former, unless the error in stating (or implying) in the charge that they committed the offence jointly with others misled them in their defence. Four persons were tried before a District Court on an indictment. Count 1 of the indictment alleged that all of them committed the offence of causing grievous hurt with a sword to one Alwis. The 4th accused was acquitted on the ground that he took no part in the incident. The 1st accused was convicted. The evidence throughout was that only the 1st accused used a sword. In regard to the 2nd and 3rd accused, the trial Judge found that each of them struck Alwis with a club and that they and the 1st accused acted with the common intention of causing grievous hurt to Alwis. Nevertheless he acquitted the 2nd and 3rd accused stating, as roason, that the indictment had failed to say that “ the accused had acted with a common intention under section 32.”",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/054-NLR-NLR-V-69-THE-ATTORNEY-GENERAL-Appellant-and-K.-B.-MUNASINGHE-and-3-others-Respondents.pdf
NLR-69-097,"448 ALLES, J .—Don Wilbert v. S. I, Police, Chilaw",,1965,Volume NLR-69,Penal Code,"P resen t: Alles, J. K. DON WILBERT, Appellant, and SUB-INSPECTOR OP POLICE, CHILAW, Respondent 8. C. 241/1965— M . C. Chilaw, 5252 Joinder of chargee—Failure to aver that the offences were committed in the course of the same transaction—Effect—""Same transaction”—Criminal Procedure Code, ss. 178, 180 (1), 184—Motor Traffic Act (Cap. 203), as. 151 (3), 161 (a) (iv), 214 (1) (a), 217 (2), 224. (i) Where an accused person is charged at one trial with having committed two offences, an omission to aver in the charge that the second offence was committed in the course of the same transaction would not be fatal if in fact the evidence establishes that the two offences were committed in the course of the same transaction. (ii) The accused-appellant was charged, under the Motor Traffic Act, on two counts : firstly, with driving a bus negligently and causing injury to a boy, and secondly, with failing to report the said accident to the Officer-in-Charge of the nearest Police Station. The evidence showed that, in spite of the accident, the accused did not stop the bus and that he drove off without informing the nearest Police Station.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/097-NLR-NLR-V-69-K.-DON-WILBERT-Appellant-and-SUB-INSPECTOR-OF-POLICE-CHILAW-Respondent.pdf
NLR-69-051,230 MuUiahpiUai v. Robert de Silva,S. C. 138111964— M . 0. Colombo,1965,Volume NLR-69,Criminal Procedure Code,", 1056/A Company law—Profit and lots account and balance sheet—Prosecution against Director for failure to hold general meeting—Burden of proof—Companies Ordinance (Cap. 145), ss. 121 ( 1) (2) (3), 262 (1)—Criminal Procedure Code, ss. 168,169 — Evidence Ordinance, ss. 105, 106. Where, in consequence of his failure to hold a general meeting of the Company within the prescribed period, a Director of a private Company which has been registered under the Companies Ordinance is prosecuted for failing to take all reasonable steps to lay before the Company at a general meeting a profit and loss account, a balance sheet and the report of the Directors as required by subsections (1) and (2) of section 121 of the Companies Ordinance, the evidential burden of proving that he took all reasonable steps to comply with the provisions of seotion 121 is on the aocuesd. In such a case, the question at issue is one that is peculiarly within the knowledge of the accused. A.PPEAL from a judgment of the Magistrate’s Court, Colombo. H. V. Per era, Q.C., with N . Nadarasa and K . Kanthasamy, for the accused-appellant. Ranjit Abeysuriya, Crown Counsel, for the Attorney-General. Cur. adv. vult.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/051-NLR-NLR-V-69-S.-R.-MUTTIAHPILLAI-Appellant-and-W.-G.-ROBERT-DE-SILVAInspector-in-the-Desp.pdf
NLR-69-086,"T. S. FERNANDO, J. —Semanthinathan v. Nagalingam « 1 »",,1959,Volume NLR-69,Penal Code,"— Application in Revision in M . G. Mallakam, 4107 Revision—Application against an order of acquittal—Requirement of proof of positive miscarriage of justice. Prevention of Social Disabilities Act, No. 21 of 1957—Section*? and 3—Applicability only to obstruction of rights existing at the time when the Act became law — Defilement of a place of worship—Question of mixed fact and law—Penal Code, ss. 290, 292. In an application in revision against an order of acquittal, the petitioner must make out a case showing something in the nature of a positive miscarriage of justice. Sections 2 and 3 of the Prevention of Social Disabilities Act, No. 21 of 1957, do not have the effect of conferring on the followers of any religion a right of entering, being present in or worshipping at any place of worship which they did not have before the Act came into force. The question whether there has been.a defilement of a place of worship within the meaning of section 290 of the Penal Code is one of mixed fact and law. APPLICATION to revise an order of acquittal made by the Magistrate’s Court, Mallakam. C. Ranganathan, with S. Sharvananda, R. R. Nalliah, V. K . Palasun- theram, K . Palakidnan",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/086-NLR-NLR-V-69-M.-SEVVANTHINATHAN-Pestitioner-and-V.-NAGALINGAM-and-3-others-Respondent.pdf
NLR-69-025,"SANSONI, C. J.— The Queen v. Sethan 117",S. C. 124— M . C. Ralvapura,1966,Volume NLR-69,Criminal Procedure Code,", 4996 Trial before Supreme Court—Words used in an unusual sense—Duty of Jury to determine meaning thereof —Summing-up—-Duty of Judge to refer to evidence favourable to the accused—Criminal-Procedure Code, s. 245 (6). In a trial for murder, E, who was one of the two prosecution witnesses, .. testified that the accused had used the word “ budhikarala ” in respect of what ho had done to the deceased and that the word, as understood in their circles if not everywhere, meant that the accused had “ killed ** the deceased. This was E’s interpretation of the expression “ budhikarala ”, but, in the summing-up of the Judge, it was put to the Jury as the only possible interpretation of that expression, although the evidence of the other prosocution witness and the accused was in conflict with that of E as to whether the deceased was “ killed ** or only “ stabbed ” by the accused.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/025-NLR-NLR-V-69-THE-QUEEN-v.-SETHAN.pdf
NLR-69-070,"J. MOHAMED AUF, Appellant, and THE QUEEN, Respondent",S. C. 5167— D. C. Kandy,1967,Volume NLR-69,Penal Code,", BJ3 Bribery Act (Cap. 26)—Sections 19 (6) (c), 24, 90— “Official act""— Burden of proof — Penal Code, ea. 19, 158—Evidence Ordinance, as. 105, 106. (i) The accused-appellant, who was a public servant, being an Inspector of Schools, accepted a sum of money from an Estate School teacher for making a certain endorsement on the teacher’s Certificate soon after the accused had conducted an inspection of an Estate School in which the teacher was employed. Although the accused was not required by any relevant rule to make the endorsement which he did make on the teacher’s Certificate, there was no doubt that the teacher regarded the making of the endorsement as an official act.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/070-NLR-NLR-V-69-MOHAMED-AUF-Appellant-and-THE-QUEEN-Respondent.pdf
NLR-69-007,34 The Queen v. AnthonypiUai,S. C. 21164— M . C. Jaffna,1965,Volume NLR-69,Criminal Law,", 26739 Trial for murder—Medical evidence—Bight of Crown to call a medical witness not named in the indictment.—requirement that defence should be given adequate notice of the nature of the nevi evidence and a proper opportunity to meet it — Duty of Crown to lead evidence of all the medical treatment given to the deceased— Statement made by deceased—Evidential value thereof —Accident—Burden of proof. The appellant was convicted of the murder of his wife. On the night of the incident 1 he deceased stated that the appellant had poured some liquid smelling of kerosene oil into her mouth. The evidence showed that the deceased died of pneumonia about seventy hours after the alleged administration of the poison. According to the medical evidence it was not certain that the direct cause of the death was the administration of the poison. Application was therefore made by the Crown, in the course of the trial, to call a new medical witness not named in tho indictment. Despite objection taken by the defence, the Court allowed the application. In the event, it was unsafe to suppose that the Jury would hove returned their verdict of murder but for the new evidenoe stating that death was directly caused by the poison.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/007-NLR-NLR-V-69-THE-QUEEN-v.-M.-ANTHONYPILLAI.pdf
NLR-69-038,"G. P. A. SILVA, J.— Photo Cinex Ltd. v. Rajah 185",S. C. 586/66— M . C. Colombo,1966,Volume NLR-69,Penal Code,", 11218/A Workmen employed in an industry—Termination of the services of some of them — One month's notice of discontinuance—Failure of employer to give such notice— Circumstances when it is not an offence—Difference in effect between “ retrench­ ment ” and closure of a section or sections of the business — “ Industry ” — Statutory offence—Requirement of proof beyond reasonable doubt—Industrial Disputes Act (as amended), ss. 31F, 310, 40 (1) («), 43 (1), 48. One month’s notice in writing in terms of section 3IF of the Industrial Disputes Act need not be given when an employer who carries on an industry terminates the services of workmen to effect a phased closure of business of a section or sections of the establishment and not to effect retrenchment by the reduction of staff while continuing the entire business. In any criminal prosecution, whether the offence charged is one under the Penal Code or under any other statute, the case against the accused must-be proved beyond reasonable doubt. A.PPEAL from a judgment of the Magistrate’s Court, Colombo. George E. Chitty, Q.C., with R. A . Kannangara and A. M . Coomara- stoamy, for the Accused-Appellant. V. S. A . Pullenayeg",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/038-NLR-NLR-V-69-PHOTO-CINEX-LTD.-Appellant-and-G.-D.-RAJAH-Labour-Officer-Respondent.pdf
NLR-69-101,"TAMBIAH, J .—Somadasa v. Saddhaaena 469",,1967,Volume NLR-69,Criminal Law,"P resen t: H. N. G. Fernando, C.J., Tambiah, J., and Siva Supramaniam, J. P. H. SOMADASA and another, Appellants, and M. D. SADDHASENA, Respondent Election Petition Appeal No. 15 of 1966— Ambalangoda Election petition—Illegal practice—False declaration as to election expenses — “ Election expenses ”—Ceylon (Parliamentary Elections ) Order in Council, 1946, as. 69 (4), 62, 66, 68B, 70. Expenses incurred by an agent other than an election agent need not be set out in the return sent to the returning officer in conformity with the requirements of section 70 of the Ceylon (Parliamentary Elections) Order in Council. Expenses incurred on their own responsibility by persons who held public meetings in support of the candidate cannot come under the provisions of section 70 (1) (e) ; such persons, even if they are held to be agents for the purpose of election law, are not “ election agents E l e c t i o n Petition Appeal No. 15 of 1966—Ambalangoda. E. R. S. R. Coomaraawamy, with K . Shanmugalingam and S. S. Sahdbandu, for the petitioners-appellants. C. Ranganathan, Q.C., with W. D. Gunasekera and R. C. de Silva, for the respondent. Cur. adv. wilt. April 19, 1967. T a m b ia h, J",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/101-NLR-NLR-V-69-P.-H.-SOMADASA-and-another-Appellants-and-M.-D.-SADDHASENA-Respondent.pdf
NLR-69-014,60 The Queen v. Brampy Singho,C. C. A. A ppeal N o. 24/1965,1966,Volume NLR-69,Penal Code,", w it h A pplication N o . 27 S. C. 255—M. C. Avissawella, 53392 Kidnapping—Quantum of evidence —Misdirection—Penal Code, as, 345, 355 to 360. Kidnapping within the meaning of sections 355 to 360 of the Penal Code has to be “ in order to ” or “ with intent to ” the commission of some other act, so that the act of kidnapping must be completed before the other act is completed, and can be completed even if the other intended act is not actually committed. H. N. G. FERNANDO, S.P.J .— The Queen v. Brampy Singho 6 1 In a prosecution f^r kidnapping a girl from lawful guardianship in order that she may be subjected to unnatural lust and, on a second count, for using criminal force on her* with intent to outrage her modesty, it would be a misdirection to tell the jury that tho restraint incidental to the offence of using criminal force would per se constitute kidnapping. A.PPEAL against a conviction at a trial before the Supreme Court. M iss M an ou ri de Silva, with D . S. Jayalath (Assigned), for the Accused- Appellant. P . C olin T hom e, Crown Counsel, for the Crown. Cur. adv. vult. June 21, 1965. H. N. G. F e r n a n d o, S.P.J.— The Appellant was convicted on two counts, t",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/014-NLR-NLR-V-69-THE-QUEEN-v.-V.-V.-BRAMPY-SINGHO.pdf
NLR-69-113,"THS ATTORNEY-GENERAL, Appellant, mi A, M, A,",,,Volume NLR-69,Criminal Law,"mABHYK8UNBBRR, 3 , = A Uarney=Qtneral u, Rahim 19M Frmnt t Abeyoiundin, J, * ' i THS ATTORNEY-GENERAL, Appellant, mi A, M, A, RAHIM, Respondent 1 9 . 0 . 1 0 4 4 / M ^ M . 0 . O o lo m b o S o u th , f i t 2 7 0 / A Brief central efftnr—Ferm=&htirge of fate of bee/ al eee.eee price—Burden ej preef= Meaning ej etpreifien "" bee/ ""^V entral qfPeieee Act, »t, 3 (g), 4 (J), When a prise nmitrol order U made by the Controller, the citation of the power conferred by section 4 of the Control of f risen Aet in sufficient to Indicate the existence of the circumstances In which the power la exercised. Where, in a prosecution for contravention of a prlee eontrel order relating to beef, tlm expression "" beef"" In dcllned in the Order an Including any kind of beef other than imported beef or any offal, the burden Is on the proseeutlon to prove that the beef referred to in the eharge was not imported beef or any offal. The word "" beef"" includes meat of the buffalo, ■ fVPPEAL from a judgment of the Magistrate's Oeurt, Colombo South. L, li.PmmratM, Senior Crown Counsel, for Complainant-Appellant. Galvin li, tie Silva, with M, M, Kutmmkulasingham and N, §. A, Qoomlilkke, for Accused-Responden",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/113-NLR-NLR-V-69-THE-ATTORNEY-GENERALAppellant-and-A.-M.-A.-RAHIM-Respondent.pdf
NLR-69-077,"VISCOUNT DILHORNE —Dharmasena v. Inspector of Police, Kegalla 385",,1967,Volume NLR-69,Penal Code,"Present: Viscount Dilhorne, Lord Hodson, Lord Guest, Lord Upjohn, and Sir Hugh Wooding P. A. DHARMASENA and another, Appellants, and INSPECTOR OF POLICE, KEGALLA, Respondent Privy C ouncil A ppeal N o. 23 of 1965 8. C. 31-37— D. G. {Grim.) Kegalla, 2839/35332 Privy Council—Criminal case—Circumstances when Privy Council will interfere with judgment of Supreme Court—Criminal Procedure Code, s. 347. The Judicial Committee of the Privy Council will interfere in a criminal case if there has been an infringement of the essential principles of justice. Tho Supreme Court, exercising the power conferred by section 347 of the Criminal Procedure Code, increased substantially the sentenco passed on the accused-appellants on count 3 of the indictment. The increase of sentence was in part due to an erroneous belief that the appellants had been convicted also on count 2 by the trial judge.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/077-NLR-NLR-V-69-P.-A.-DHARMASENA-and-another-Appellants-and-INSPECTOR-OF-POLICE-KEGALLA-Res.pdf
NLR-69-076,"J. S. SARANERIS, Appellant, and A. PEMAWATHIE, Respondent",,1966,Volume NLR-69,Criminal Law,"P r e s e n t : Sri Skanda Rajah, J. S. SARANERIS, Appellant, and A. PEMAWATHIE, Respondent S .C . 48/66— M .O . B a la p itiya , 44743 Maintenance Ordinance—Section 8—Enforcement of order of maintenance—Sentence of imprisonment— Quantum. Section 8 of the Maintenance Ordinance empowers a Magistrate to sentence to imprisonment a defendant who commits a breach of an order of maintenance only in respect of the period of default for which distress warrant has been issued. A p p e a l from an order of the Magistrate’s Court, Balapitiya. No appearance for either party. June 3,1966. Sri S k a n d a R a j a h , J.— In this case for maintenance, the applicant-respondent made an application for Distress Warrant to recover arrears of Rs. 60/- due for three months from the defendant-appellant. The Distress Warrant was returned with the report that the defendant-appellant was not possessed of any property which could be seized under the Distress Warrant. . At the time the Distress Warrant was returned, seven months’ arrears were due but Distress Warrant had gone only in respect of three months’ arrears. The Magistrate however proceeded to sentence the defendant- appellant to a ter",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/076-NLR-NLR-V-69-S.-SARANERIS-Appellant-and-A.-PEMAWATHIE-Respondent.pdf
NLR-69-017,Ponniah v. Sheriff 67,H.C. de Silva,1966,Volume NLR-69,Criminal Procedure Code,", Q.C., with P. Nagendran, for the accused-appellant. L. B. T. Premaratne, Senior Crown Counsel, with Aloy N. Ratnayake, Crown Counsel, for the Attorney-General. Cur. adv. vult. 68 ALLES, J .—Ponniah v. Sheriff July 19,1966. Alles , J.— The accused in this case was charged on two counts under the Control of Prices Act. On the first count he was charged with selling a pound of potatoes at 50 cents a pound when the controlled price of a pound was 34 cents ; on the second count he was charged with failing to exhibit in a conspicuous place in his boutique the price at which price-controlled articles have to be sold. After trial he was convicted on both counts and sentenced to a term of 6 months rigorous imprisonment and a fine of Rs. 1,000 in default a further term of six months rigorous imprisonment on the first count, and a fine of Rs. 500 in default six weeks rigorous imprisonment on the second count. Counsel for the accused-appellant has not canvassed the conviction and sentence on the second count but has urged that the conviction on the first count cannot be maintained on the ground that the accuracy of the accused’s scales on which the potatoes were weighed has no",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/017-NLR-NLR-V-69-S.-PONNIAH-Appellant-and-M.-F.-SHERIFF-Food-and-Price-Control-Inspector-Re.pdf
NLR-69-026,"J. S. M. T. B. SUBASINGHE, Appellant, and D. G. JAYALATH, Respondent",S. C. Crossette-Tham biah and M . Som a-,1966,Volume NLR-69,Evidence Ordinance,"sunder am, for the Petitioner-Respondent. Cur. adv. vult. October 14, 1966. H. N. G. F e r n a n d o, S.P.J.— The Appellant was elected the Member of Parliament for the Electoral District of Katugampola at the General Election held in March 1965 as a candidate of the Sri Lanka Freedom Party. In an Election • The following order was made on September 22, 1966, when a preliminary objection was taken by Counsel for the petitioner-respondent in regard to the constitution of the Appeal Court:— “ Counsel for the Respondent in this appeal has informed us that his client does not desire Justice Abeyesundere to be a- member of the Bench hearing this ' appeal. The ground is that Justice Abeyesundere’s brother wa3 formerly married to the sister, now deceased without issue, of the Appellant in this case. J Ustice Abeyesundere remains satisfied that he is not personally interested in the appeal, and he has informed the Chief Justice accordingly. We will hear the appeal.” ■ H. N. G. FERNANDO, S.P.J .—Subaainghe v. Jayalath 128 Petition filed by the Respondent, the Election Judge determined that the election was void on three grounds :— (1) that the corrupt practice of making a false",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/026-NLR-NLR-V-69-S.-M.-T.-B.-SUBASINGHE-Appellant-and-D.-G.-JAYALATH-Respondent.pdf
NLR-69-018,"J. K. THIAGARAJAH, Appellant, and P. KARTHIGESU,  Respondent",S. C. 568/1963 —D. C. Balticaloa,1966,Volume NLR-69,Criminal Law,", 1909/Misc. Jurisdiction—Action for a declaration of status as an unmarried man —Maintain­ ability—Declaratory judgments—Limitations on the exercise of declaratory jurisdiction of courts —“ Cause of action ”—Civil Procedure Code, ss. 5, 40, 217 (G), 392 et seq.—Courts Ordinance, s. 62. Customary marriage—Burden of proof. A civil court has jurisdiction to make a decree or order declaring a status. The maintainability of an action for declaration of status is clearly contemplated in the definition of “ cause of action” in section 5 of the Civil Procedure Code, read together with the provisions of section 217 (G) of the same Code and section 62 of the Courts Ordinance. The plaintiff instituted action praying for a declaration that he was not married to the defendant. The defendant denied the status of the plaintiff as an unmarried man. The dispute was whether a valid ceremony of marriage according to the custom prevailing in their community took place between the plaintiff and the defendant.",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/018-NLR-NLR-V-69-K.-THIAGARAJAH-Appellant-and-P.-KARTHIGESU-Respondent.pdf
NLR-69-074,"J. D. M. WIMALASARA BANDA, Appellant, and M. M. S. B.  YALEGAMA, Respondent",,1966,Volume NLR-69,Evidence Ordinance,"P resent: H. N. G. Fernando, C.J., T. S. Fernando, J., and Sri Skanda Rajah, J. D. M. WIMALASARA BANDA, Appellant, and M. M. S. B. YALEGAMA, Respondent Election Petition Appeal No. 10 of 1966— Electoral District No. 36 (Rattota) Election petition—Meaning of term “ agent ”—Corrupt practice—False statements made at an election meeting regarding a candidate—Police reports in proof of such statements—Admissibility in evidence—Evidence Ordinance, ss. 35, 145, 155 (c), 159, 160—“ Public book, register or record ”—Police Ordinance {Cap. 53), s. 56—Ceylon (Parliamentary Elections) Order in Council, 1946, ss. 58 (1) (d), 77 (c). (i) The Chairman who presides at an election meeting as agent or with the knowledge and consent of a candidate has implied authority to supervise and control the meeting and to permit speeches to be made at his discretion. The candidate can, therefore, be held responsible for a false statement made by any speaker at the meeting concerning the personal character or conduct of an opposing candidate. In such a case, the speaker in question is also an “ agent ” within the meaning of the term in Election Law. Samaranayake v. Kariawasan (69 N. L. R. 1) followed. (ii) One ground on which the petitioner-appellant sought to have the election of the respondent as a Member of Parliament declared void was that an agent of the respondent had committed the corrupt practice of making a false state­ ment cf fact concerning the personal character or conduct of an opposing candi­ date. The statement in question was alleged to have been made by the agent at an election meeting held on 9th March 1965. The only evidence as to the fact that this statement was made at the meeting consisted of a report P 56 which was produced at the trial by an Inspector of the C.I. D., Colombo, who had received it at his office on 3rd April 1965. A Police Sergeant testified that he sent that report and that it was compiled from notes taken down by him of a speech made by a person at the election meeting. He had made the notes at the meeting in an exercise book and afterwards dictated a report to hisbrother (not a Police Officer) : P 56 was the original or a carbon copy of what the brother had written at dictation. The exercise book in which the witness claimed to have entered his original notes was not produced at the trial. In regard to Other Police reports produced at the trial, the evidence was that the original notes made at meetings by Police Officers had been destroyed afte",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/074-NLR-NLR-V-69-D.-M.-WIMALASARA-BANDA-Appellant-and-M.-M.-S.-B.-YALEGAMA-Respondent.pdf
NLR-69-065,The United Engineering Workers Union v. Devanayagam 289,S. C. 21 of 1962— Labour Tribunal Case No. 619,1967,Volume NLR-69,Criminal Law,"091 Labour Tribunals—Constitutional validity of their appointment by the Public Service Commission and not by the Judicial Service Commission—Duties and powers of Labour Tribunals—Power to make a “ just and equitable order** —Effect— **Industrial dispute”—“ Judicial officer’* —“ Judicial power**—“ Relief or redress **—“ Natural justice — Courts Ordinance, s. 3—Civil Procedure Code, ss. 5, 6—Ceylon (Constitution) Order in Council, 1046, ss. 3, 62, 63, 56 (1) (5), 57, 5S, 60—Industrial Disputes Regulations, Regulation It) ( 2)—Industrial Disputes Act (Cap. 131), as amended by Act No. 62 of 1957, ss. 8, 15A, 17, 10,22 (4),~24 (1), 26, 31A, 31B (1) (2) (3) (4) (5), 31C (1), 31D (I) (2), 33 (/), 46 (4), 48. H°ld b y V is c o u n t D il h o r n e, L o u d U p jo h n an d L o r d P e a r s o n (L o rd G u e s t an d L o r d D e v l in d issen tin g):— The President of a Labour Tribunal does not hold a judicial office within the meaning of those words in section 55 (5) of the Ceylon (Constitution) Order in Council, 1946, and, therefore, does not require to be appointed by the Judicial Service Commission. In determining whether or not the office of President of a Labour Tribuna",Conviction/Sentence affirmed or set aside based on legal points.,https://lankalaw.net/wp-content/uploads/2024/12/065-NLR-NLR-V-69-THE-UNITED-ENGINEERING-WORKERS-UNION-Appellants-and-K.-W.-DEVANAYAGAM-Preside.pdf
