case_a_id,case_b_id,case_a_facts,case_b_facts,category_a,category_b,label
NLR-66-132,NLR-71-009,"that case, the question that was considered by my brother was the effect of the provisions of Section 46 a of the Immigrants and Emigrants Act as amended by Act No. 68 of 1961, and inasmuch as the corpus had not been charged with any offence to make Section 46 a applicable, my brother felt justified in releasing the corpus on bail. But the more important question is, whether in any event, an application for bail, as that term is understood in our law, can be entertained in habeas corpus proceedings. I have had the advantage of the assistance of Counsel on both sides in deciding this question, and at the conclusion of the argument, I made order refusing the app’i cation for bail and stated that I would give my reasons later. I now set out the reasons for the order that I havt made. According to Halsbury, “ the writ of habeas corpus is a prerogative process for seeming the liberty of the subject by affording an effective means of immediate release from unlawful or unjustifiable detention, whether in prison or in private custody ”. (Vol II p. 26, Simonds Edn.) It is therefore essential that any application for habeas corpus should be considered by the Court as expedit","ature o f a W rit o f Certiorari on Captain (8) K . M . Martinas, Royal Ceylon Navy, and five others Naval Court Martial —Judge-Advocate—Quasi-judicial character oj his office— Navy Act, ss. 39 (d), 91—Criminal Procedure Code, s. 343—Certiorari. In court martial proceedings under the Navy Act, the failure of the Judge- Advocate to perform the statutory duty, explicity imposed by section 89 (d) of the Act, to sum up on the evidence before the court deliberates on its finding is a fatal illegality. It is also the duty of the Judge-Advocate to sum up on the law. .A.PPLICATION for a writ of certiorari in respect of certain court martial proceedings under the Navy Act. H . W . Jayewardene, Q.C., with Nimal Senanayake, Bala Nadarajah and N . J . Abeysekera, for the Petitioner. H . L . de Silva, Crown Counsel, for the Respondents. Cur. adv. vult. July 14, 1968. H. N. G. F e r n a n d o, C.J.— After hearing argument, we made order quashing the finding of a Naval Court Martial, and the order of punishment imposed against the petitioner, the finding being that he was guilty of having negligently suffered to be stranded a ship in his charge, an offence punishable under s. 91 of the",Bail Law & Remand,Criminal Procedure & Jurisdiction,0.0
SLR-2014-V1-218,NLR-76-028,"CA 414/2005 MAY 22, 2014 MAY 30, 2014 Writ of Certiorari·Air Force Act, Section 40, 42, 43, 102(1), 133 · Officer Cadet·Provisions of the Air Force Act·Do they apply to a Cadet Officer·Discharge from service consequent to a Summary Trial·Charges under Section 102(1) and Section 129 of the Air Force Act·Should the suspect be tried by a Court Martial? · Can a person be discharged from service consequent to a Summary Trial·No person could be punished twice over? A complaint was made against the Cadet officer-Respondent-that he and another entered into the Residential Quarters of another officer-under Section 104, Section 129 of the Air Force Act-And for violating base standing orders and committing Criminal Trespass. At a Summary Inquiry held he was found guilty of the two charges and was imposed 30 days detention on Charge 1 and 14 days detention on Charge 2. Later he was exonerated on Charge 1 and the sentence of the 2nd Charge was carried out. However when he reported to work he was informed orally that, he was discharged from the Air Force. The Court of Appeal quashed the said decision of the Appellant. Special Leave to Appeal was granted by the Supreme Court, it was contended tha","S. 0.128/70—M. 0. Kurunegala, 57502 Trial before Supreme Court— View by jury of scene of offence—Absence of Trial Judge — Illegality—Criminal Procedure Code, s. 238. During a trial before the Supreme Court the jury viewed the soene of offence in the absence of the Trial Judge, and a demonstration was given then by prosecution witnesses concerning incidents relating to the commission of the alleged offence.",Penal Code Offences,Criminal Procedure & Jurisdiction,0.0
NLR-72-009,NLR-71-089,"or a Mandate in the nature of a Writ of Certiorari Customs Ordinance—Export of desiccated coconut—Export licence issued by Manager of Ceylon Coconut Board—Specification of Halifax as port of destination — Shipments landed at port of New York—Forfeiture under s. 130 of Customs Ordinance for exporting restricted goods—Whether Certiorari lies in respect of such forfeiture—Scope of audi alteram partem principle — Whether. the forfeiture vets valid—Customs Ordinance {Cap. 255), ss. 7, 8, 0, 12, 33, 43, 44. 47, 50, 58, 65, 75, 125, 120 to 133, 142, 144, 145, 154, Schedule B— Coconut Products Ordinance {Cap- 160), as amended by Act Flo. 20 of 1962, ss. 18, 20, 20A, 20B, 30, 31 and Regulations 7, 11, 14, 17 of Amending Regulations of 1963. _ • In March 106S a Company, of which tho petitioner was a Director, made applications to the Principal Collector of Customs under section 5S of the Customs Ordinance for permission to ship certain quantities of desiccated coconut to Halifax in Canada. Although tho applications and the ship’s manifesto specified Halifax as tho port of destination, the throe shipments of desiccated coconut were in fact landed at tho port of Hew Vork in tho","Present: Strfmane, J. P. L. PREMAD ASA and 3 others, Petitioners, and THE QUEEN, Respondent 8. C. 213 A-D j67—Application for Bail under Section 31 of the Courts Ordinance in M . C. Trincomaiee, 2660 Courts Ordinance—Section 31—Application for bail thereunder—“ Good cause Shown to the contrary"". Xn an application for bail under Section 31 of the Courts Ordinance-",Bail Law & Remand,Bail Law & Remand,1.0
LK-NLR-68-MUSTAPHA-v.-JA,NLR-72-011,", 2062 Offence of transporting illicit immigrants—Burden of proof— Sanction of Controller— Requirements concerning such sanction— Joinder of charges under Criminal Procedure Code, s. 181— Immigrants and Emigrants Act (Cap. 351), as amended by Act No. 68 of 1961, ss. 9, 10, 15, 45 (2). In a prosecution for transporting illicit immigrants in contravention of the Immigrants and Emigrants Act, the onus of rebutting the presumption created by the Act that the accused had the knowledge that the transported persons were immigrants is on the accused. The presumption may be rebutted if the accused's explanation cannot prima facie be rejected as improbable and the prosecution fails to demonstrate that the evidence of the accused is false. When a plaint is ﬁled for an offence under the Immigrants and Emigrants Act, the prosecutor must take special care to list the sanction of the Controller as an exhibit, and to see that the document bears the date on which the sanction was granted. The Magistrate, too, should cause an entry to be made, in the journal, of the ﬁling of the sanction, and the date on which it was tendered. Charges of transporting an immigrant knowing that he had ente",", w i t h A p p l i c a t i o n N o. 126 S. C. 170 of 1968—11. C. Puttalam, 3943 Charge of murder— Plea o f intoxication — P roof— Whether intoxication can result fro m the smoking o f ganja — M isdirection. Intoxication affecting the question o f intention to commit an offence m a y be caused by the smoking o f ganja. jA .P P E A L against a conviction at a trial before the Supreme Court. E. R. S. R. Coomaraswamy, with T. Jokanalhan, M . S. Azeez, G. B. Walgampaya and E. St. N. D. Tillekeratne (assigned), for the accused- appellant. E. R. de Fonseka, Senior Crown Counsel, for the Attorney-General. Gur. adv. vull. January 26, 1969. S i r i m a n e , J.— The appellant was convicted of the murder of his 2 little sisters, aged 10 and 11 years, by a divided verdict (5 to 2) o f the Jury. The appellant had shot the 2 girls in the early hours of the morning while they were asleep, and the prosecution could suggest no motive for this act. v-bs SIRIMANE, J.—Marikkar v. The Queen ■ : - The evidence shows that the appellant looked after his sisters, and was ••very fond of them. According .to the evidence o f the appellant ho had taken a bottle o f beer and some arrack on the previ",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
SLR-2013-V1-359,NLR-74-051,", J. CA 316/2007 HC ColoMbo 1456/2004 July 27, 2011 oCtober 14, 2011 Bribery Act – Section 19 [c], Section 20 [6] [vi] – Criminal Procedure Code – Section 279 – When to pronounce a verdict – judgment – Paucity of evidence – Should a retrial be ordered? Criteria? After trial the accused was acquitted on counts 1 and 5 and convicted on the rest of the charges. Judgment was pronounced on 5.1.2007. On that day Court has found the accused – appellant guilty of all charges – charges 1 – 8.",", 52779 Criminal procedure—Joinder of charges and accused versons — Scope—Meaning of cognate offences—Alternative charges—Conviction permissible only in respect of one of them—Common intention — Proof—Criminal Procedure Code, sa. ISO ( / ) , 1S1—Penal Code, ss. 32, 300, 304, 300, 443—Evidence Ordinance, s. 114 (a). (i) Tho quostion of misjoinder of accused porsons should bo considered as at tho time of accusation and not on tho ovidonco as found at tho conclusion of tho trial. (ii) Aftor an arficlo was suspended to hsvo boon stolon by a person breaking into a house, tho 1st accused v.us in possession of tho stolon article on the following day and attempted to disposo of it.",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
NLR-78-009,NLR-64-014,"Bribery—accused charged on two counts—evidence of the complainant on the first %>unt not accepted owing to absence of corroboration — can such evidence be relied on for the purpose of count two ? W here the accused was charged under section 19 of the B ribery A ct on tw e counts the D istrict Judge acquitted the accused on the first charge, because there was nothing to corroborate the com ­ plainant’s evidence and because it w ould be dangerous to con vict on his sole uncorroborated testimony.",". HJS/of) Appeal—Statute enublimj appeal to Supreme Court—Incapacity of appellant to attack validity of the statute—Bribery Act No. 11 of 1954, as amended by Act No. 40 of 195S—Appeal thereunder—Appellant cannot • attack validity of entire Act. Where an appeal is preferred to the Supreme Court, it is not competent for the appellant to attack as invalid the very Act of Parliament -which alone confers on him the right of appeal. Any rolief on the ground of the invalidity of the Act must bo found by a process other than appeal. Accordingly, where the Bribery Act is attacked as invalid, the right of appeal conferred by the Act cannot bo exercised, and somo remedy other than appeal should be sought. A p p e a l under the Bribery Act. M . Tiruchelvam, Q.C., with K . Thevurajah, for the accused-appellant. V. S. A. PuUenayegum, Crown Counsel, for the respondent. Cur. aclv. vult. April 5, 1962. T. S. F e r n a n d o , J.— In. Senadhira v. The Bribery Commissioner 1 this Court upheld an argument that the power given by the Bribery Act, No. 11 of 1954, as amended by the Bribery (Amendment) Act No. 40 of 195S, to a Bribery 1 (1961) 63 N. L. R. 313. 04 T. S. FERNANDO, J .—Don Antho",Bribery & Public Corruption,Bribery & Public Corruption,1.0
NLR-76-054,NLR-69-002,", 22817 Evidence—Evidence Ordinance, ss. 25, 27—Confessional statements by accused to a police officer—Discovery of facts in consequence oj the statements—Extent of admissibility of the statements —Cross- examination of the accused—Questions put to him suggesting the 1**—A 01541 (10/73) 29 i Punchi Banda v. The State inference that he had made a confession to the police officer — Inadmissibility—Statements made to a police officer by different accused, all of which statements led to the discovery of the same fact—Propriety or otherwise of leading in evidence that part of each accused’s statement which led to the discovery of the same fact—Defence of alibi—Burden of proof. The three accused-appellants were indicted on a charge of having caused the death of a person by shooting. A material portion of the evidence for the prosecution consisted of the discovery of the deceased person’s grave as a result of confessional statements made to the Police by the three accused and the finding of a 20-bore gun (PI) and a spent cartridge (P2) as the result of a statement made to the Police by the 1st accused. The Government Analyst’s evidence was that the spent cartridge could have been fired fr","P r e s e n t: T. S. Fernando, J., and Sri Skanda Rajah, J. K. H. M. H. KARUNARATNE, Appellant, and THE QUEEN, Respondent S .C . 1 o f 1966— D . C . ( C rim.) C olom bo, B j4 (1) Bribery Act—Jurisdiction of District Court in respect of offences committed prior to amending Act of 1965—Ingredients of offences falling within clauses (b) and (c) of s. 19—“ Official act ”—“ Authorised by law or the terms of employment to receive ”—Penal Code, s. 15S— Bribery Act, as amended by Acts Nos. 40 of 195S and 2 of 1965, ss. 14, 19, 31, 79, 90. (8) Evidence— Wire-recorded speech—Admissibility. An offence of bribery falling within section 19 of the Bribery Act (Cap. 26, as amended by Act No. 40 of 1958) is triable by a District Court in terms of section 15 of the Bribery (Amendment) Act No. 2 of 1965 even if the offence Karunaratne v. The Queen . 11 was committed prior to the date when the amending Act of 1965 conferring jurisdiction on District Courts was passed in consequence of the constitutional invalidity of Bribery Tribunals appointed previously under the principal Act. “ Performing an official act *’ within the meaning of section 19 (b) of the Bribery Act is not restricted to the performan",Evidence Ordinance & Proof,Penal Code Offences,0.0
NLR-64-060,NLR-66-010,"Present: T. S. Fernando, J., L. B. de Silva, 3., and Sri Skanda Rajah, J. W QTJEEN v. D..J. F. D. LIYANAGE and others Trial at Bar No. 1 of 1962 Trial-at-Bor under ss. 4, 8 and 9 of Criminal Law (Special Provisions ) Act, No. 1 of 1962—Direction and nomination of Judges effected in the English language only—;Communication thereof to Court in English—Validity of procedure — Powers of Minister to direct a Trial at Bar and to nominate Judges —Constitu­ tionality—Inadmissibility of evidence of mala fides in the Minister—Effect of words “ shall not be called in question in any Court ”—Constitution of Ceylon — ’ Separation of legislative, executive and judicial powersJudicial power ”— Criminal Procedure Code, ss. 216, 440A—Official Language Act, No.. 33 of 19S6, s. 2—Language of the Courts Act, No. 3_of 1961 —Cevio^CCbnsiituium) Order in Council, 1946, ss. 29 (I), 52, 88—Courts Ordinance, ss. 6, 21, 51— Applicability of principle that justice should not only be done, but should , manifestly be seen to be done. Section 2 of the Official Language Act, No. 33 of 1956, reads as follows:— * “ The Sinhala language shall be the one official language of Ceylon : Provided that where the Minister ","Present: Sansoni, J., and H. N. G. Fernando, J. A. A. ROSALINE NONA, Appellant, and V. P. K. MANGO NONA et al., Respondents S. G. 21/60 {Inly.) —D. 0. Gamyaha, 537jT Administration of estates —Will—Allegation that it was found destroyed or mutilated by testator—Burden of proof. Where a will is found destroyed or mutilated, in a place in which the testator would have naturally put it, the presumption is th at the testator destroyed it, and th at the destruction was done animo revocandi. . A p p e a l from an order of the District Court, Gampaha. 0. Z>. S. Siriwardene, for the Petitioner-Appellant. A. C. M. Uvais, for the 6th Respondent-Respondent. Cur. adv. vult. 34 SANSONI, J .—Rosaline Nona v. Mango Nona April 28, 1961. S a n s o n i, J.— The deceased Oderis Singho, whose estate is being administered in. these proceedings, died on 22nd March, 1959. He executed a last will No. 525 dated 22nd July, 1954, by which he devised and bequeathed certain lands and movables to the 6th respondent, whom he appointed executor, and left the rest of his estate to all his children, including the 6th. respondent. His widow (the petitioner) applied for letters of adminis­ tration to his e",Criminal Procedure & Jurisdiction,Evidence Ordinance & Proof,0.0
NLR-77-064,NLR-72-044,104/70 'Workmen’s Compensation Ordinance—Section 3—Accident Arising out of and in the course of a workman’s employment—Quantum of evidence—Death of the workman in consequence of violence committed on him—Liability of the employer to pay compensation to the widow of the deceased—Postponement of an inquiry regarding a claim for compensation—Duty of Court not to refuse. it unreasonably. A watcher who was employed at a Co-operative Depot died as • a result of violence committed on him during his watch hours. There was sufficient circumstantial evidence to prove that the deceased was doing a watcher’s duty when he was killed by a person who presumably had tampered with the locks of the Depot to burgle the stores.,"Shop and Office Employees {Regulation of Employment and Remuneration) Act {Cap. 129), as amended by Acts Nos. GO of 19-57, 2S of 1962, 26 of 1966 — Sections 43 (1)', 43 (2), 51 (3), GO {1 ), Go—Closing Order—Charge of contravention thereof by owner of a shop— Liability of owner for acts of his employees — Mode of proving a Closing Order—Evidence Ordinance, s. 57. ' In a prosecution of tho registered owner of a shop for having kopt open his shop for the serving of customers in contravention of a Closing Order made under tho Shop one! Office Employees (Regulation of Employment and Remuneration) Act—",Evidence Ordinance & Proof,Evidence Ordinance & Proof,1.0
NLR-69-030,NLR-69-017,", 39009 Charge of unlawful betting on a horse-race—Burden of proof—Search warrant—Material on which it may be issued—Betting on Horse-racing Ordinance (Cap. 44), ss. 3 (3), 11 (2), 17, 18, 19. A search warrant under section 17 of the Betting on Horse-racing Ordinance may be issued by a Magistrate upon evidence on which he has every reason to suspect that an offence against the Ordinance is being committed. In a prosecution for accepting an unlawful bet on a horse-race the burden is on the accused person to prove that the bet in question was a taxable bet. Newspapers and leaflets may be produced by the prosecution as evidence to prove that the bet which was placed or accepted was on horse-races. Once the search-warrant is held to have been properly issued and executed, the burden is on the accused to rebut the presumptions created by sections 18 and 19 of the Ordinance. A .P P E A L from a judgment of the Magistrate’s Court, Kandy. 0. E. Chilly, Q.C., with Eardley Perera, A. S. Vanigasooriyar and Nimal Senanayake, for the accused-appellants. R. Abeysuriya, Crown Counsel, for Attorney-General. Cur. adv. vult. October 10, 1966. S a n s o n i, C.J.— The preliminary proceedings",", Q.C., with P. Nagendran, for the accused-appellant. L. B. T. Premaratne, Senior Crown Counsel, with Aloy N. Ratnayake, Crown Counsel, for the Attorney-General. Cur. adv. vult. 68 ALLES, J .—Ponniah v. Sheriff July 19,1966. Alles , J.— The accused in this case was charged on two counts under the Control of Prices Act. On the first count he was charged with selling a pound of potatoes at 50 cents a pound when the controlled price of a pound was 34 cents ; on the second count he was charged with failing to exhibit in a conspicuous place in his boutique the price at which price-controlled articles have to be sold. After trial he was convicted on both counts and sentenced to a term of 6 months rigorous imprisonment and a fine of Rs. 1,000 in default a further term of six months rigorous imprisonment on the first count, and a fine of Rs. 500 in default six weeks rigorous imprisonment on the second count. Counsel for the accused-appellant has not canvassed the conviction and sentence on the second count but has urged that the conviction on the first count cannot be maintained on the ground that the accuracy of the accused’s scales on which the potatoes were weighed has no",Criminal Procedure & Jurisdiction,Criminal Procedure & Jurisdiction,1.0
NLR-74-030,SLR-2011-V2-102,", JJ757/A.—In the matter of an Application for Bail in terms of Section 15 of the Court of Criminal Appeal Ordinance Court oj Criminal Appeal Ordinance [Cap. 7)—Section IS—Grant of bail thereunder — .Requirement of exceptional circumstances—llclevancy of sentence. Roloaso on bail ponding appeal (o (ho Court of Criminal Appeal will only bo granted in exceptional circumstances. Whore tho sontonco is a long one, tho moro circumstanco that tho hoaring of tho appeal is not likely to (ako placo for a fortnight o ra month is of itself no ground for tho grant of bail. .A P P L I C A T I O N fo r ba il u n der section 15 o f th o C o u r t o f C rim inal A p p eal O rd in a n ce. V. Shanmuganathan, fo r th e p etition er. S. W. B. Waducjodcipiliya, C row n Counsel, fo r th e C row n . Cur. culv. mill.- January' 3, 1969. W e e r a m a x t r y , J . — T h o p e titio n e r in th is case has been co n v icted o n a ch a rg e o f a tte m p te d m u rder a n d h as been se n te n ce d to a term o f fo u r y e a r s ’ rigorou s im p rison m en t. A g a in s t th is co n v ictio n and s c n tc n c o h o h as a p p ea led to th e C o u rt o f C rim in a l A p p e a l. T h e p e titio n e r","HC 2914/06 - COLOMBO SEPTEMBER 2, 2009 Penal Code·Section 102, 113, 456, 459, 454 · Code of Criminal Procedure Act No. 15 of 1979 · Section 331 Judicature Act No. 2 of 1978· Appeal by the Attorney General·Failure to comply with Section 303 (2) of the Criminal Procedure Code? · Sentence inad·equate·Jurisdiction of the Appellate Court assessing punishment·Guidelines? · Plea bargaining·Sentence bargaining The 1stand 2ndrespondents were indicted under 11 counts punishable under Sections 102, 113, 456, 459, 403 and 454 of the Penal Code. At the trial the 2ndrespondent pleaded guilty to all the counts and the High Court sentenced her on all the counts. The 2ndrespondent also pleaded guilty and certain sentences were imposed. The state contended that the sentences are inadequate having regard to the law, the nature of the offences and the order of suspending the sentence is illegal-as the trial Judge has failed to comply with Section 303 (2) (d) of the Criminal Procedure Code.",Bail Law & Remand,Penal Code Offences,0.0
NLR-78-046,NLR-73-070,"Registration of Documents Ordinance—Whether document acknowledg­ ing receipt of moneys due on mortgage bond is registrable— Whether such instrument is a “ release ” or a “ receipt —Basts of jurisdiction of the District Court referred to in Section 38(2 ) of the said Ordinance (1) A document attested by a Notary acknowledging the receipt of moneys due by way of principal, interest and costs of action on a mortgage bond is not a “ release ” but a “ receipt ” registrable under the Registration of Documents Ordinance. (2) The District Court referred to in Section 38(2) of the Registration of Documents Ordinance is any District Court within the local limits of the jurisdiction of which the land or lands or movables were situated at the time the instrument affecting the same (and in respect of which the suit is instituted) was executed. SIRIM AN E, J.— Registrar-General v. Sangarappillai 395 PPEAL from a judgment of the District Court, Jaffna. C. Sithamparapillai, State Counsel, for the defendant-respon­ dent-appellant. K. Kanag-Iswaran for plaintiff-appellant-respondent. Cur. adv. vult. November 11, 1975. S i r i m a n e , J.— This is an action filed by the plaintiff who is",", 45073 ' Control oj Prices Act (Cap. 173)—Section 4, subsections (3), (4), (5), (7)—Contravention o] a Price Order—Whether Minister's approval of the Order should be proved by the prosecution. In a prosecution for selling an article at a price above the maximum controlled prico fixed by a Price Order, it is not necessary to prove that the Order had been approved by the Minister and that notification of the approval had been published in the Gazette in accordance with section 4 (7) of the Control of Prices Act. Once a Prico Order has boon made by the Controller, it becomes fully operative independently of any further efficacy it may receive from the subsequent approval of it by the Minister. A.PPEAL from a judgment of the Municipal Magistrate's Court, Maligakande. .i V i Colvin R. de Silva, with Harischandra Mendis and P. Tennekoon, for yie accused-appellant. Tyrone Fernando, Crown Counsel, for the Attorney-General. Cur. adv. trull. August 17, 1970. Sa m e b a w ic k^ a m e , J.— The accused-appellant was convicted of an offence under the Control of Prices Act in that he sold Bombay onions above the maximum controlled price fixed by Price Order No. C 426 of 2.5.67. Coun",Criminal Procedure & Jurisdiction,Criminal Procedure & Jurisdiction,1.0
NLR-65-073,SLR-2009-018-SLLR-SLLR-,"Present: Basnayake, C.J. (President), Abeyesundere, J ., and ------ G. P. A . Silva, J. THE QUEEN v. J. A. A . BRAM PY APPUH AM Y Appeal No. 137 of 1962, loith Application No. 417 S. G. 14r-M. G. Kandy, 26232 Bight of private defence of property— Question whether it was exceeded— Question of fact for jury to decide — Non-direction— Misdirection— Penal Code, ss. 90, 96, 97. The question whether on the facts of a given case an accused person has exceeded his right of private defence of property is a question of fact for the decision of the jury. PPEAL against a conviction in a trial before the Supreme Court. F. W. Obeyesekere, with Hanan Ismail and K. Viknarajah (assigned), for Accused-Appellant. E. B. de Fonseka, Crown Counsel, for Attorney-General. February 13, 1963. B a s n a y a k e), C.J.— The accused-appellant was arraigned on an indictm ent containing two counts. On the first count he was charged with the offence o f murder by causing the death o f R anpati Arachchige Wimalaseua, and on the second oount with the offence o f attempted murder b y shooting Victor Hettiarachchi with a gun. The jury by their unanimous verdict found the appellant guilty o f culpable hom","HC MATARA 63/2005 OCTOBER 13, 2009 Rape - Ingredients? - Subsequent conduct - Test of probability - Impugning a Judicial record - Contradiction of the record - Demeanour - Testimonial trustworthiness - Primary facts. The accused-appellant was convicted of raping a woman named L. The contention of the accused-appellant was that, he performed sexual intercourse on the woman with her consent. H eld : (1) In order to establish a charge of rape, the prosecution must prove that (1) the accused performed sexual intercourse on the woman (2) the accused did the above sexual act without her consent beyond reasonable doubt. When one considers the subsequent conduct of the prosecutrix it does not satisfy the test of probability. It raises a reasonable doubt whether there was consent, and the 2nd ingredient has not been proved beyond reasonable doubt. (2) A litigant is not entitled to impugn a judicial record by making a convenient statement before the Court of Appeal. (3) An appellate Court will not lightly disturb the findings of a trial judge who had come to a favourable finding with regard to testimonial trustworthiness of a witness whose demeanour and deportment had been o",Penal Code Offences,Penal Code Offences,1.0
NLR-67-038,NLR-75-005,", 15333}N Criminal Procedure Code—Sections 152 (3) and 292—Assumption of jurisdiction under s. 152 {>?) by Magistrate—Power of new Magistrate to hear the case fixed for trial by his predecessor—Courts Ordinance, s. 88. Where a Magistrate, after assuming jurisdiction under section 152 (3) of the Criminal Procedure Code, charges the accused and fixes the case for trial, it is open to his successor in office to continue the case from that stage without forming his own opinion on the question whether to assume such jurisdiction. A p p e a l from a judgment of the Magistrate’s Court, Colombo South. E. A. G. de Silva, for the Accused-Appellant. D. S. Wijesinghe, Crown Counsel, for the Attorney-General. Cur. adv. vult. January 21, 1964. H. N. G. F e r n a n d o , J.— In this case the Magistrate of Colombo South assumed jurisdiction under Section 152 (3) of the Criminal Procedure Code, charged the accused and then fixed the case for trial. By the time the case was taken up 162 H. N. G. FERNANDO, J, —Mahaioasala v. Inspector of Police for trial, that Magistrate had ceased to hold office and on the date of trial the case was taken up before a new Magistrate. He having made a minu","Present: G. P. A. SUva, S.P.J., Sirimane, J., and Samerawtckrame, J. GAMINI DISSANAYAKE and anothor, Appellants, and HEEATH M. ABEYSINGHE and 3 others, Respondents Election P etition A ppeals N os. 1 and 2 of 1971 Election Petition No. 11 of 1970—Electoral District No. 53 (Nvtoara Eliya) Parliamentary election— Election petition— Sum deposited by petitioner as security for costs— Objection raised by respondent (successful candidate) as to its sufficiency — Order of Election Judge rejecting the objection— Incapacity of respondent, if he is unsealed, to question the correctness of it in appeal —“ Question of law ""— Affidavit accompanying election petition—Form of the affidavit— Computation of quantum of security for costs—Meaning of expression “ charge constituting a distinct ground ” in Ride 12 of Parliamentary Election Petition Rules— Whether “ground” can be made up of several “ charges”—Ceylon (Parliamentary Elections) Order in Council (Cap. 381), as amended by Act No. 0 of 1070, ss. 77, 89A, SOB, 80B (c) (d), 81, 82A (1) (a) (b), 8$ (1), 88 (2), Rule 12 of Third Schedule.",Criminal Procedure & Jurisdiction,Penal Code Offences,0.0
NLR-76-092,NLR-75-082,", 36527 Colombo Municipal Council—By-laio 30 of Chapter X I I I of th e By-laws of 1905— P rohibition th erein of sale, or exposure fo r sale, o f m ea t o f any anim al n o t slaughtered a t th e M unicipal slaughter house — V a lid ity in regard to th e m e a t o f cattle —B y -la w s 23 and 36 (i) of C hapter X II— In terp reta tio n O rdinance (Cap. 2), s. 17 (1) (c) — B utchers O rdinance (Cap. 272), ss. 3, 4, 5, 14, 15 (1) IS to 24, 26, 27— M unicipal Councils O rdinance, ss. 267 ( 2), 272 ( 8). By-law 30 of Chapter XIII of the By-laws and Regulations of the Colombo Municipal Council published in the G o vernm ent G azette of 20th October 1905 reads as follows: —“ Except as provided in these by-laws, no carcase of any animal (or any portion thereof) not slaughtered at a Municipal slaughter house shall be brought into a public or private market, or to any place specially licensed as provided in by-law 9 of this Chapter, or sold or exposed for sale in any public or private market or in any such specially licensed place. The provisions of this by-law shall not apply to meat, game or fish imported into the Island. Meat, game or fish so imported shall be sold in any place speciall",", w it h A p p l ic a t io n No. 128 S.C. 109170—M.G. Kalmunai, 38125 Charge of murder—Defence of accident—Burden of proof —Misdirection . In a prosecution for m urder by shooting, the defence was th a t the deceased man was Bhot accidentally in consequence of an attem pt made by another man to wrest the accused's gun.",Penal Code Offences,Penal Code Offences,1.0
NLR-63-026,SLR-2006-025-SLLR-SLLR-,", 42945/M Defamation—Publication of contents of pleadittgs filed in pending civil proceedings— Defence of privilege—Scope. Privilege attaches to the publication of documents placed before the Judge in open Court in judicial proceedings, though the contents of the documents are not read out. Accordingly, the publication, before the trial, of the contonts of the plaint and answer filed in an action is privileged. A p p e a l from a judgment of the District Court, Colombo. H. V. Perera, Q.C., with G. T. Samarawickreme and D. R. P. Goone- tiUelce, for Defendant-Appellant in S. C. 223 and for Defendant- Respondent in S. C. 232. H. W. Jayewardene, Q.C., with P. N. Wikramanayake, for Plaintiff- Respondent in S. C. 223 and for Plaintiff-Appellant in S. C. 232. Cur. adv. vult. November 22, 1960. Sansoni , J.— The plaintiff sued to recover a sum of Rs. 50,000 from the defendant as damages arising from the publication of four articles in the Sunday Observer of 10th November, 1957, and the Thinakaran of 11th November, 1957. All four articles refer to the plaintiff being the co-respondent in a divorce action filed in the District Court of Panadura. That action was filed on 12th June","No. 12/2004 17TH JUNE AND 15TH SEPTEMBER, 2005 Fundamental Rights-Articles 11, and 13(1) of the Constitution-Alleged unlawful arrest and torture-insufficiency of evidence on torture-Arrest fora breach of the peace. The petitioner complained that the 1st respondent OIC came near his boutique in a jeep; and after summoning him assaulted him on his face. He was then taken to the police station by other police officers. He complained of infringement of Articles 11 and 13(1) of the Constitution. He alleged that a part of his boutique had been demolished. It was proved that on information received by the 1st respondent over the telephone, from a Pradeshiya Sabha Member that the petitioner was making an unauthorized construction encroaching on the public road and that a crowd 208 Sri Lanka Law Reports (2006) 1 Sri L R. had gathered creating unrest and a possible breach of the peace, the 1st respondent visited the scene. He found an atmosphere of unrest there. The evidence of the 1 st respondent was supported by the Pradeshiya Sabha Member and another witness by their affidavits. The petitioner’s version which was supplement by his petition and a belated statement made to a",Penal Code Offences,Criminal Procedure & Jurisdiction,0.0
